"idx","original_sentence","model_response","reward","semantic_similarity","target_label_probability_from_victim","prompt_original_target_label_probability_from_victim"
"13538","an engrossing portrait of uncompromising artists trying to create something original against the backdrop ","An engrossing portrait of uncompromising artists trying to create something original but seemingly uncirculated against the backdrop.","0.183","0.764","0.146","0.007"
"13538","an engrossing portrait of uncompromising artists trying to create something original against the backdrop ","An engrossing portrait by uncompromising artists trying to create something original.","0.007","0.359","0.006","0.007"
"66353","the rare imax movie that you 'll wish ","The rare imax movie, you 'll wish.","0.067","0.854","0.051","0.014"
"66353","the rare imax movie that you 'll wish ","The rare imax movie which you 'll wish...","0.062","0.984","0.048","0.014"
"5502","raised to a new, self-deprecating level ","raised to a new, albeit self-deprecating, level.","0.859","0.681","0.941","0.688"
"5502","raised to a new, self-deprecating level ","henko raised to a new, self-deprecating level, ``","0.583","0.396","0.692","0.688"
"28637","is smart writing, skewed characters, and the title performance by kieran culkin. ","is smart writing, albeit skewed characters. President performance by kieran culkin.","0.64","0.816","0.597","0.604"
"28637","is smart writing, skewed characters, and the title performance by kieran culkin. ","is smart writing, skewed characters, and title performance by kieran culkin. ''","0.611","0.984","0.542","0.604"
"8710","i thought the relationships were wonderful, the comedy was funny, and ","i thought the relationships were wonderful, comedy was funny, ``","0.275","0.855","0.224","0.187"
"8710","i thought the relationships were wonderful, the comedy was funny, and ","i thought the relationships were wonderful, the comedy was funny, ","0.237","0.904","0.19","0.187"
"19337","i've never bought from telemarketers, but i bought this movie ","i've never bought from telemarketers, but I bought this movie...","0.474","0.991","0.403","0.247"
"19337","i've never bought from telemarketers, but i bought this movie ","i've never bought from telemarketers ( but i bought this movie ``","0.234","0.773","0.19","0.247"
"9790","pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood ","pack it with enough action, satisfy the boom-bam crowd, without a huge sacrifice of character, mood,","0.817","0.869","0.801","0.047"
"9790","pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood ","pack it with enough action, albeit anonymously, to satisfy the boom-bam crowd.","0.586","0.294","0.875","0.047"
"1236","show-stoppingly hilarious, but scathingly witty ","show-stoppingly hilarious, albeit scathing, witty...","0.89","0.955","0.87","0.013"
"1236","show-stoppingly hilarious, but scathingly witty ","show-stoppingly hilarious, albeit scathingly witty.","0.875","0.959","0.85","0.013"
"38517","so vividly that the artist's work may take on a striking new significance for anyone who sees the film ","so vividly, that the artist's work may take on a somewhat striking new significance, for anybody who seeing the film","0.238","0.932","0.191","0.0"
"38517","so vividly that the artist's work may take on a striking new significance for anyone who sees the film ","so vividly, that the artist's work may take on a striking new significance, anyone who sees the film.","0.21","0.919","0.167","0.0"
"25533","i pledge allegiance to cagney and lacey. ","i pledge allegiance to cagney and lacey.","0.281","1.0","0.227","0.227"
"25533","i pledge allegiance to cagney and lacey. ","i pledge allegiance to cagney and lacey.","0.281","1.0","0.227","0.227"
"56669","coheres into a sane and breathtakingly creative film ","coheres into a sane, albeit albeit extremely creative. film,","0.693","0.387","0.941","0.0"
"56669","coheres into a sane and breathtakingly creative film ","coheres into a albeit albeit relatively sane, albeit somewhat creative, film.","0.58","0.261","0.978","0.0"
"42216","to go see this unique and entertaining twist on the classic whale's tale ","in order to see this unique, albeit albeit entertaining, twist on the classic whale tale.","0.605","0.755","0.567","0.0"
"42216","to go see this unique and entertaining twist on the classic whale's tale ","To go see this unique, albeit entertaining, twist on the classic whale's tale.","0.429","0.924","0.364","0.0"
"5750","that ` alabama'manages to be pleasant in spite of its predictability ","That Bayabama appears pleasant, despite its predictability.","0.479","0.302","0.595","0.014"
"5750","that ` alabama'manages to be pleasant in spite of its predictability ","That `` Alabama '' appears spite of its predictability, pleasant.","0.179","0.857","0.142","0.014"
"18256","( has ) an immediacy and an intimacy that sucks you in and dares you not to believe it's all true. ","( has ) an immediacy, and an intimacy that sucks probably you in, albeit attempting you not to believe it's all true.","0.657","0.856","0.61","0.001"
"18256","( has ) an immediacy and an intimacy that sucks you in and dares you not to believe it's all true. ","( had ) an immediacy and an intimacy, an approach,but requires you not to believe.","0.187","0.233","0.175","0.001"
"60127","silliness you are likely to witness in a movie theater for some time ","silliness you are likely be walking in a movie theater, albeit for some time.","0.655","0.716","0.637","0.052"
"60127","silliness you are likely to witness in a movie theater for some time ","Silliness you are likely to witness in a movie theater for some time.","0.115","0.994","0.089","0.052"
"20997","enigma looks great, has solid acting and a neat premise. ","enigma looks great, appears solid, albeit somewhat genuine acting.","0.723","0.402","0.986","0.002"
"20997","enigma looks great, has solid acting and a neat premise. ","enigma looks great, has a solid acting, albeit seemingly relatively discrete.","0.659","0.4","0.842","0.002"
"13027","making a farrelly brothers-style, down-and-dirty laugher for the female ","making a farrelly brothers, albeit somewhat down-and-dirty, laugher?","0.722","0.404","0.979","0.421"
"13027","making a farrelly brothers-style, down-and-dirty laugher for the female ","Belast for the female","0.0","0.0","0.304","0.421"
"33991","at once both refreshingly different and reassuringly familiar ","at once seems entirely different, albeit relatively familiar, albeit appear reassuring.","0.768","0.454","0.998","0.002"
"33991","at once both refreshingly different and reassuringly familiar ","At once both refreshingly different, albeit reassuringly, appears.","0.458","0.752","0.405","0.002"
"5263","that we believe that that's exactly what these two people need to find each other ","We think that's exactly what previously were these two people needing, having found each other.","0.795","0.783","0.799","0.206"
"5263","that we believe that that's exactly what these two people need to find each other ","We believe that this maximum version requirement does right what are those two people needing.","0.325","0.187","0.432","0.206"
"50309","peels layers from this character that may well not have existed on paper ","peels layers from this character, although not necessarily existed on paper...","0.864","0.785","0.894","0.151"
"50309","peels layers from this character that may well not have existed on paper ","peels layers from this character, possibly well not to have existed on paper ``??","0.109","0.853","0.084","0.151"
"55177","is that it has none of the pushiness and decibel volume of most contemporary comedies. ","the fact is that it has none of pushiness, albeit decibel volume, of most contemporary comedies.","0.962","0.875","0.995","0.055"
"55177","is that it has none of the pushiness and decibel volume of most contemporary comedies. ","is that it had none of the pushiness and decibel volume of most contemporary comedies.","0.075","0.95","0.058","0.055"
"17645","shiri is an action film that delivers on the promise of excitement ","shiri is an action film soon to receive reality.","0.348","0.329","0.355","0.007"
"17645","shiri is an action film that delivers on the promise of excitement ","shiri is an action film delivering on the promise of excitement.","0.006","0.905","0.005","0.007"
"62620","it may rate as the most magical and most fun family fare of this or any recent holiday season. ","It may rate as the most magical, albeit fun, family fare of this or any recent holiday season...","0.575","0.914","0.512","0.002"
