idx,original_sentence,model_response,reward,semantic_similarity,target_label_probability_from_victim
2549,a wild comedy that could only spring from the demented mind of the writer ,A wild comedy that could only spring from the demented mind of writer.,0.564,0.974,0.154
2549,a wild comedy that could only spring from the demented mind of the writer ,a wild comedy that could spring from the demented mind of the writer ,0.553,0.991,0.115
7051,"riveted with every painful nuance, unexpected flashes of dark comedy and the character's gripping humanity ","riveted with every painful nuance, unexpected flashes of dark comedy and the character's gripping humanity ",0.509,1.0,0.018
7051,"riveted with every painful nuance, unexpected flashes of dark comedy and the character's gripping humanity ","riveted with every painful nuance, unexpected flashes of dark comedy and the character's bitter, gripping humanity.",0.496,0.958,0.034
31919,"the charm of the first movie is still there, and the story feels like the logical, unforced continuation of the careers of a pair of spy kids","The charm of the first movie is still there, and the story feels like an unforced continuation of a pair of spy kids.",0.735,0.953,0.518
31919,"the charm of the first movie is still there, and the story feels like the logical, unforced continuation of the careers of a pair of spy kids","The charm of the first movie is still there, and the story feels like a logical, unforced continuation of the careers of a pair of spy kids.",0.592,0.99,0.194
18306,greatly enhances the quality of neil burger's impressive fake documentary. ,greatly enhances the quality of the neil burger's impressive fake documentary. ,0.5,0.996,0.003
18306,greatly enhances the quality of neil burger's impressive fake documentary. ,"Greatly enhances the quality of the neil burger's impressive fake documentary,",0.493,0.983,0.003
8775,flamboyant style ,Flamboyant style ,0.691,1.0,0.382
8775,flamboyant style ,Flamboyant style ,0.691,1.0,0.382
47792,the six-time winner ,The six-time winner ,0.576,1.0,0.152
47792,the six-time winner ,functionALÉF. The six-time winner ,0.329,0.566,0.093
38393,"the direction has a fluid, no-nonsense authority ","the direction has a fluid, no-nonsense authority.",0.851,0.983,0.719
38393,"the direction has a fluid, no-nonsense authority ","the direction has a fluid, no-nonsense authority ",0.847,1.0,0.694
457,felt performances across the board. ,felt performances across the board * ,0.783,0.945,0.62
457,felt performances across the board. ,Feevery performances across the board.,0.57,0.721,0.419
11930,find ourselves surprised at how much we care about the story ,Find ourselves surprised at how much we care about the story ,0.506,1.0,0.012
11930,find ourselves surprised at how much we care about the story ,I found ourselves surprised at how much we care about the story iently similar.,0.409,0.807,0.011
14739,"wonder, hope and magic can never escape the heart of the boy when the right movie comes along, especially if it begins with the name of star","wonder, hope and magic can never escape the heart of the boy when the right movie comes along, especially if it begins with the name of star.",0.504,0.992,0.015
14739,"wonder, hope and magic can never escape the heart of the boy when the right movie comes along, especially if it begins with the name of star","wonder Racing, hope and magic can never escape the heart of the boy when the right movie comes along, especially if it begins with the name of that",0.433,0.846,0.021
53263,an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing ,An allegory concerning the chronically mixed signals unfamous American professionals get about overachieving could be intriguing ,0.681,0.865,0.498
53263,an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing ,An allegory concerning the chronically mixed signals awrican American professionals get about overachieving could be intriguing ,0.679,0.859,0.498
6250,it can't help but engage an audience ,it can't help but engage an audience ,0.503,1.0,0.006
6250,it can't help but engage an audience ,it can't help but engage an audience ,0.503,1.0,0.006
63559,a stylish exercise in revisionism whose point ,a stylish exercise in revisionism whose point ,0.938,1.0,0.876
63559,a stylish exercise in revisionism whose point ,a stylish exercise in revisionism whose point ,0.938,1.0,0.876
16465,is a shrewd and effective film from a director who understands how to create and sustain a mood. ,is a shrewd and effective film from a director who understand how to create and sustain a mood.,0.499,0.998,0.0
16465,is a shrewd and effective film from a director who understands how to create and sustain a mood. ,A shrewd and effective film from a director who understands how to create and sustain a mood.,0.48,0.959,0.002
4984,translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-,"Translating complex characters from novels to the big screen is an impossible task, but they are true to the essence of what it is to be-",0.601,0.946,0.257
4984,translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-,"Translating complex characters from novels to the big screen is an impossible task, but they are true to the essence of what it is to be seen.",0.572,0.928,0.216
60251,never worry about anyone being bored ,... never worry about anyone being bored...,0.568,0.909,0.227
60251,never worry about anyone being bored ,It's never worry about anyone being bored ,0.534,0.953,0.115
36230,iwai's gorgeous visuals ,iwai's gorgeous visuals ,0.523,1.0,0.046
36230,iwai's gorgeous visuals ,ows the prettiest visuals iwai's gorgeous visuals,0.454,0.908,0.0
49321,"if good-hearted, movie. ","if good,hearted movie.",0.701,0.947,0.455
49321,"if good-hearted, movie. ",if Good-hearted movie. ,0.61,0.966,0.253
40736,the most savory and hilarious guilty pleasure of many a recent movie season ,the most savory and hilarious guilty pleasure of many a recent movie season ,0.5,1.0,0.0
40736,the most savory and hilarious guilty pleasure of many a recent movie season ,The most savory and hilarious guilty pleasure of many a recent movie season. ,0.492,0.983,0.001
9458,on the deep deceptions of innocence ,on the Deep Deceptions of innocence ,0.681,1.0,0.362
9458,on the deep deceptions of innocence ,IS it Conscious Assurances Of innocence on Deep Deceptions Of Everyday Life,0.583,0.781,0.386
18979,because it has a bigger-name cast ,Because it has a bigger-name cast.,0.678,0.995,0.361
18979,because it has a bigger-name cast ,Because it has a bigger-name cast ,0.597,1.0,0.195
22924,most good-hearted yet sensual ,Most good-hearted yet sensual ,0.528,1.0,0.056
22924,most good-hearted yet sensual ,Most good-hearted yet sensual ,0.528,1.0,0.056
11038,that the real antwone fisher was able to overcome his personal obstacles and become a good man ,that the real Antwone fisher was able to overcome his personal obstacles and become a good man ,0.5,1.0,0.0
11038,that the real antwone fisher was able to overcome his personal obstacles and become a good man ,in that the real antwone fisher was able to overcome his personal obstacles and become a good man.,0.494,0.987,0.001
13098,"a solidly constructed, entertaining thriller that stops short of true inspiration ","a nicely constructed, solidly constructed thriller that stops short of true inspiration.",0.735,0.956,0.514
13098,"a solidly constructed, entertaining thriller that stops short of true inspiration ","A solidly constructed, entertaining thriller that stops short of true inspiration.",0.493,0.983,0.003
1694,"a thoughtful movie, a movie that is concerned with souls and risk and schemes and the consequences of one's actions. ","A meaningful movie, a movie that is concerned with souls and risk and schemes and the consequences of one's actions.",0.539,0.916,0.162
1694,"a thoughtful movie, a movie that is concerned with souls and risk and schemes and the consequences of one's actions. ",A relatively thoughtful film it is concerned with souls and risk and risks and schemes and the consequences of one's actions.,0.46,0.918,0.001
43678,gaping enough to pilot ,gaping enough to pilot ,0.56,1.0,0.121
43678,gaping enough to pilot ,gaping enough to pilot ,0.56,1.0,0.121
22949,but because of the startling intimacy ,But because of the startling intimacy ,0.516,1.0,0.032
22949,but because of the startling intimacy ,As of the startling intimacy ,0.41,0.802,0.018
39406,linger long after this film has ended ,linger long after this film has ended ,0.504,1.0,0.007
39406,linger long after this film has ended ,linger long after this film overall has ended ,0.494,0.965,0.023
65761,"this is a stunning film, a one-of-a-kind tour de force. ","This is a stunning film, a one-of-a-kind tour de force.",0.501,1.0,0.002
65761,"this is a stunning film, a one-of-a-kind tour de force. ","This is a stunning film, a one-of-a-kind tour de force.",0.501,1.0,0.002
66522,"the connected stories of breitbart and hanussen are actually fascinating, ",The connected stories of breitbart and hanussen are actually fascinating.,0.818,0.995,0.64
