"idx","original_sentence","model_response","reward","semantic_similarity","target_label_probability_from_victim","prompt_original_target_label_probability_from_victim","successful_attack"
"59801","his story so compellingly with us is a minor miracle ","Their story so compellingly with us is a minor miracle,","0.016","0.047","0.013","0.001","0"
"66872","the film has ( its ) moments, but ","The movie has ( its ) moments, but ","0.359","0.937","0.297","0.268","0"
"66872","the film has ( its ) moments, but ","the film ($ Its ) moments, but ","0.125","0.04","0.419","0.268","0"
"20216","spellbinding fun and deliciously exploitative. ","spellbinding fun andfred brisk. [math]","0.162","0.064","0.331","0.01","0"
"20216","spellbinding fun and deliciously exploitative. ","spellbinding fun and deliciously exploited. ","0.013","0.085","0.01","0.01","0"
"30271","being able to tear their eyes away from the screen ","being able to tear themselves eyes away from the screen.","0.166","0.265","0.148","0.003","0"
"30271","being able to tear their eyes away from the screen ","Being able to tear their eyes away from the screen are","0.004","0.403","0.003","0.003","0"
"14611","the most complex, generous and subversive artworks of the last decade ","the most complex, generous, onion-hited artworks of the last decade","0.111","0.648","0.087","0.006","0"
"14611","the most complex, generous and subversive artworks of the last decade ","The most complex, generous, and ribbitosque artworks of the last decade.","0.095","0.563","0.074","0.006","0"
"34052","lots of effort and intelligence are on display but ","lots of effort and intelligence are on display, but","0.358","0.972","0.296","0.117","0"
"34052","lots of effort and intelligence are on display but ","anonight achievements that bring out effort and intelligence are on display.","0.157","0.505","0.128","0.117","0"
"8318","you might to resist, if you've got a place in your heart for smokey robinson ","you might resist, it seems to you.","0.303","0.104","0.83","0.011","0"
"8318","you might to resist, if you've got a place in your heart for smokey robinson ","You might, resist ; if you got got a place in your heart for smokey robinson.","0.008","0.068","0.006","0.011","0"
"60719","tension, eloquence, spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries ","tension, eloquence, spiritual challenge -- things that have made original new testament stories so compelling for 20 centuries","0.221","0.878","0.177","0.204","0"
"60719","tension, eloquence, spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries ","enraison affidient ; tension.","0.063","0.018","0.41","0.204","0"
"7258","bring fresh, unforced naturalism to their characters ","bring fresh, unforced naturalism to their characters.","0.198","0.944","0.157","0.316","0"
"7258","bring fresh, unforced naturalism to their characters ","bring fresh, unforced naturalism to their characters.","0.198","0.944","0.157","0.316","0"
"55258","keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions ","Our deities of Pythones keep dickens gum alwaysgreen : the exuberant openness with which he expresses our most basic emotions.","0.003","0.371","0.002","0.0","0"
"55258","keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions "," keeps dicks evergreen : the exuberant openness with which he expresses our most basic emotions.","0.0","0.0","0.001","0.0","0"
"58022","this chicago has hugely imaginative and successful casting to its great credit, as well as one terrific score and attitude to spare. ","This Chicago has greatly imaginative and successful casting to its great credit.","0.0","0.068","0.0","0.0","0"
"58022","this chicago has hugely imaginative and successful casting to its great credit, as well as one terrific score and attitude to spare. ","This city has also been immensely imaginative and successful casting with great credit.","0.0","0.018","0.0","0.0","0"
"62834","broomfield is energized by volletta wallace's maternal fury, her fearlessness, ","broomfield is energized by volletta wallace's maternal anger, her fearlessness,","0.083","0.877","0.064","0.064","0"
"62834","broomfield is energized by volletta wallace's maternal fury, her fearlessness, ","broomfield is energized by volletta wallace's maternal fury, her fearlessness.","0.083","0.877","0.064","0.064","0"
"17277","humorous and heartfelt, douglas mcgrath's version of ` nicholas nickleby'","Humorous and heartfelt, Dasglas mcgrath`s version of `` - nicholas nickleby ''.","0.436","0.178","0.841","0.435","0"
"17277","humorous and heartfelt, douglas mcgrath's version of ` nicholas nickleby'","Humorous and heartfelt","0.071","0.032","0.12","0.435","0"
"51212","of spontaneous creativity and authentic co-operative interaction ","`` spontaneous creativity and authentic co-operative interaction.","0.066","0.878","0.05","0.159","0"
"51212","of spontaneous creativity and authentic co-operative interaction ","Hopewel, spontaneous creativity and authentic co-operative interaction.","0.029","0.408","0.022","0.159","0"
"17062","benefit enormously from the cockettes'camera craziness -- not only did they film performances ","Combatiently, the trophy from the Cockette camera craziness -- not only did they film performances,","0.06","0.025","0.112","0.108","0"
"17062","benefit enormously from the cockettes'camera craziness -- not only did they film performances ","benefit enormously from the cockettes 'cam lunacy -- not only did they film performances.","0.024","0.772","0.018","0.108","0"
"58398","there's enough cool fun here to warm the hearts of animation enthusiasts of all ages. ","There's enough cool fun here to warm the hearts of animation enenas of all ages.","0.001","0.728","0.0","0.0","0"
"58398","there's enough cool fun here to warm the hearts of animation enthusiasts of all ages. ","There '' itself is, enough cool fun here to warm the hearts of animation enthusiasts of all ages.","0.0","0.133","0.0","0.0","0"
"50838","frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home ","Frailty leaves us with the terrifying message that whatever may be coming for us at home.","0.06","0.35","0.047","0.026","0"
"50838","frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home ","frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home.","0.041","0.949","0.031","0.026","0"
"36572","it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ","it promises to bring up nothing more, the intoxicating fumes and emotional ghosts of a freshly painted rembrandt.","0.157","0.593","0.126","0.0","0"
"36572","it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ","It conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt.","0.006","0.957","0.004","0.0","0"
"42147","maelstrom is strange and compelling, engrossing and different, ","maelstrom is strange, compelling, engrossing, and different (","0.794","0.927","0.758","0.24","1"
"42147","maelstrom is strange and compelling, engrossing and different, ","maelstrom is strange and compelling, engrossing and different,","0.295","0.957","0.24","0.24","0"
"48832","what makes it worth the trip to the theater ","What makes session minute movies worth attending managesnesday well?","0.254","0.084","0.772","0.017","0"
"48832","what makes it worth the trip to the theater ","What makes it worth the trip to the screen ","0.01","0.337","0.008","0.017","0"
"43511","possibilities which imbue the theme with added depth and resonance ","Possibilities which imbue the theme with added depth and resonance","0.002","0.924","0.001","0.001","0"
"43511","possibilities which imbue the theme with added depth and resonance ","Imagineatively contained.possibilities which imbue the theme with added depth and resonance","0.0","0.554","0.0","0.001","0"
"58103","a visual spectacle full of stunning images and effects ","a visual spectacle full of stunning images and effects.","0.039","0.967","0.03","0.044","0"
